news_index,type,sentence,score,argument1,argument12
5,ownerOf,SEOUL South Korea     North Koreas leader Kim   said on Sunday that his country was making final preparations to conduct its first test of an intercontinental ballistic missile     a bold statement less than a month before the inauguration of   Donald J Trump Although North Korea has conducted five nuclear tests in the last decade and more than 20 ballistic missile tests in 2016 alone and although it habitually threatens to attack the United States with nuclear weapons the country has never   an intercontinental ballistic missile or ICBM In his annual New Years Day speech which was broadcast on the Norths   KCTV on Sunday Mr Kim spoke proudly of the strides he said his country had made in its nuclear weapons and ballistic missile programs He said North Korea would continue to bolster its weapons programs as long as the United States remained hostile and continued its joint military exercises with South Korea,0.861027,its,nuclear weapons
5,agentOf,SEOUL South Korea     North Koreas leader Kim   said on Sunday that his country was making final preparations to conduct its first test of an intercontinental ballistic missile     a bold statement less than a month before the inauguration of   Donald J Trump Although North Korea has conducted five nuclear tests in the last decade and more than 20 ballistic missile tests in 2016 alone and although it habitually threatens to attack the United States with nuclear weapons the country has never   an intercontinental ballistic missile or ICBM In his annual New Years Day speech which was broadcast on the Norths   KCTV on Sunday Mr Kim spoke proudly of the strides he said his country had made in its nuclear weapons and ballistic missile programs He said North Korea would continue to bolster its weapons programs as long as the United States remained hostile and continued its joint military exercises with South Korea,0.981325,He,said
6,residesIn,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.62872,Elizabeth II,LONDON     Queen
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.41816,who,church
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.960667,church,Sandringham which
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.597027,Sandringham which,Norfolk
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.833968,east coast,England
6,participantIn,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.689692,monarch,worlds
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.41087,monarch,Thailand
6,residesIn,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.853484,King Bhumibol Adulyadej,Thailand
6,ownerOf,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.410338,her,estate
6,locatedAt,LONDON     Queen Elizabeth II who has been battling a cold for more than a week missed a New Years Day church service at her country estate in Sandringham Buckingham Palace said on Sunday A week earlier the queen who is 90 missed a Christmas Day church service for the first time since 1988 because of the illness The Queen does not yet feel ready to attend church as she is still recuperating from a heavy cold the palace said in a statement The queens husband Prince Philip who had also been ill was well enough to attend both services in the church at Sandringham which is in Norfolk on the east coast of England The queen who ascended to the throne in 1952 became the worlds   monarch following the death of King Bhumibol Adulyadej of Thailand in October She is also Britains   monarch having last year surpassed Queen Victorias   reign Her,0.552709,estate,country
7,residesIn,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.467328,President,BEIJING
7,participantIn,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.603011,China,news conference
7,timeOf,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.487698,1949,news conference
7,agentOf,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.9725,Ms Tsai,spoke
7,employedBy,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.555674,Donald J Trump,American
7,locatedAt,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.413468,Donald J Trump,waters
7,locatedAt,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.68505,aircraft carrier,waters
7,locatedAt,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.770892,waters,island
7,locatedAt,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.6429,planes,region
7,agentOf,BEIJING     President Tsai   of Taiwan sharply criticized Chinas leaders on Saturday saying they had resorted to military and economic threats in order to intimidate the island Step by step Beijing is going back to the old path of dividing coercing and even threatening and intimidating Taiwan she told journalists in Taipei the capital at a   news conference Tensions between Taiwan and China which have been rivals since the Communist Revolution of 1949 intensified in December after Ms Tsai spoke on the phone with the American   Donald J Trump breaking a longstanding diplomatic practice In recent weeks China has stepped up military activities near Taiwan sending its sole aircraft carrier through the waters near the island and dispatching military planes in the region On Monday Beijing announced that So Tom and Prncipe an island nation off the west coast of Africa that was one of Taiwans fewer than two dozen remaining diplomatic,0.62938,Beijing,announced
8,partOfMany,Danny Cahill stood slightly dazed in a blizzard of confetti as the audience screamed and his family ran on stage He had won Season 8 of NBCs reality television show The Biggest Loser shedding more weight than anyone ever had on the program     an astonishing 239 pounds in seven months When he got on the scale for all to see that evening Dec 8,0.274093,his,family
8,partOfMany,were intensifying their effort to pull the contestants back to their original weight Mr Cahill was one of the worst off As he regained more than 100 pounds his metabolism slowed so much that just to maintain his current weight of 295 pounds he now has to eat 800 calories a day less than a typical man his size Anything more turns to fat The struggles the contestants went through help explain why it has been so hard to make headway against the nations obesity problem which afflicts more than a third of American adults Despite spending billions of dollars on   drugs and dieting programs even the most motivated are working against their own biology Their experience shows that the body will fight back for years And that said Dr Michael Schwartz an obesity and diabetes researcher who is a professor of medicine at the University of Washington is new and,0.891913,adults,American
8,agentOf,were intensifying their effort to pull the contestants back to their original weight Mr Cahill was one of the worst off As he regained more than 100 pounds his metabolism slowed so much that just to maintain his current weight of 295 pounds he now has to eat 800 calories a day less than a typical man his size Anything more turns to fat The struggles the contestants went through help explain why it has been so hard to make headway against the nations obesity problem which afflicts more than a third of American adults Despite spending billions of dollars on   drugs and dieting programs even the most motivated are working against their own biology Their experience shows that the body will fight back for years And that said Dr Michael Schwartz an obesity and diabetes researcher who is a professor of medicine at the University of Washington is new and,0.609963,Dr,said
8,agentOf,important  The key point is that you can be on TV you can lose enormous amounts of weight you can go on for six years but you cant get away from a basic biological reality said Dr Schwartz who was not involved in the study As long as you are below your initial weight your body is going to try to get you back  The shows doctor Robert Huizenga says he expected the contestants metabolic rates to fall just after the show but was hoping for a smaller drop He questioned though whether the measurements six years later were accurate But maintaining weight loss is difficult he said which is why he tells contestants that they should exercise at least nine hours a week and monitor their diets to keep the weight off Unfortunately many contestants are unable to find or afford adequate ongoing support with exercise doctors psychologists sleep specialists,0.810965,Dr,said
8,hasAttribute,were intensifying their effort to pull the contestants back to their original weight Mr Cahill was one of the worst off As he regained more than 100 pounds his metabolism slowed so much that just to maintain his current weight of 295 pounds he now has to eat 800 calories a day less than a typical man his size Anything more turns to fat The struggles the contestants went through help explain why it has been so hard to make headway against the nations obesity problem which afflicts more than a third of American adults Despite spending billions of dollars on   drugs and dieting programs even the most motivated are working against their own biology Their experience shows that the body will fight back for years And that said Dr Michael Schwartz an obesity and diabetes researcher who is a professor of medicine at the University of Washington is new and,0.622636,researcher,diabetes
8,employedBy,were intensifying their effort to pull the contestants back to their original weight Mr Cahill was one of the worst off As he regained more than 100 pounds his metabolism slowed so much that just to maintain his current weight of 295 pounds he now has to eat 800 calories a day less than a typical man his size Anything more turns to fat The struggles the contestants went through help explain why it has been so hard to make headway against the nations obesity problem which afflicts more than a third of American adults Despite spending billions of dollars on   drugs and dieting programs even the most motivated are working against their own biology Their experience shows that the body will fight back for years And that said Dr Michael Schwartz an obesity and diabetes researcher who is a professor of medicine at the University of Washington is new and,0.492118,who,University of Washington
8,employedBy,were intensifying their effort to pull the contestants back to their original weight Mr Cahill was one of the worst off As he regained more than 100 pounds his metabolism slowed so much that just to maintain his current weight of 295 pounds he now has to eat 800 calories a day less than a typical man his size Anything more turns to fat The struggles the contestants went through help explain why it has been so hard to make headway against the nations obesity problem which afflicts more than a third of American adults Despite spending billions of dollars on   drugs and dieting programs even the most motivated are working against their own biology Their experience shows that the body will fight back for years And that said Dr Michael Schwartz an obesity and diabetes researcher who is a professor of medicine at the University of Washington is new and,0.840417,professor of medicine,University of Washington
8,agentOf,important  The key point is that you can be on TV you can lose enormous amounts of weight you can go on for six years but you cant get away from a basic biological reality said Dr Schwartz who was not involved in the study As long as you are below your initial weight your body is going to try to get you back  The shows doctor Robert Huizenga says he expected the contestants metabolic rates to fall just after the show but was hoping for a smaller drop He questioned though whether the measurements six years later were accurate But maintaining weight loss is difficult he said which is why he tells contestants that they should exercise at least nine hours a week and monitor their diets to keep the weight off Unfortunately many contestants are unable to find or afford adequate ongoing support with exercise doctors psychologists sleep specialists,0.997887,Robert Huizenga,says
8,agentOf,important  The key point is that you can be on TV you can lose enormous amounts of weight you can go on for six years but you cant get away from a basic biological reality said Dr Schwartz who was not involved in the study As long as you are below your initial weight your body is going to try to get you back  The shows doctor Robert Huizenga says he expected the contestants metabolic rates to fall just after the show but was hoping for a smaller drop He questioned though whether the measurements six years later were accurate But maintaining weight loss is difficult he said which is why he tells contestants that they should exercise at least nine hours a week and monitor their diets to keep the weight off Unfortunately many contestants are unable to find or afford adequate ongoing support with exercise doctors psychologists sleep specialists,0.996496,He,questioned
8,agentOf,important  The key point is that you can be on TV you can lose enormous amounts of weight you can go on for six years but you cant get away from a basic biological reality said Dr Schwartz who was not involved in the study As long as you are below your initial weight your body is going to try to get you back  The shows doctor Robert Huizenga says he expected the contestants metabolic rates to fall just after the show but was hoping for a smaller drop He questioned though whether the measurements six years later were accurate But maintaining weight loss is difficult he said which is why he tells contestants that they should exercise at least nine hours a week and monitor their diets to keep the weight off Unfortunately many contestants are unable to find or afford adequate ongoing support with exercise doctors psychologists sleep specialists,0.980853,he,said
9,managerOf,Just how   is Hillary Kerr the    founder of a   digital media company in Los Angeles She can tell you what song was playing five years ago on the jukebox at the bar where she somewhat randomly met the man who became her husband It was These Days the version sung by Nico the German   made famous by Andy Warhol and the Velvet Underground Actually the song had been playing just before she met Jonathan Leahy now 38 on that December night in 2011 at the 4100 Bar in the Silver Lake district of Los Angeles Ms Kerr cant remember exactly what was playing when they met because at that moment she was jumping up and down like Tigger as she put it In answering the usual     questions Mr Leahy told her he was a music supervisor for Girls the HBO show created by and starring Lena Dunham That was enough to,0.37758,founder,media company
9,partOf,Just how   is Hillary Kerr the    founder of a   digital media company in Los Angeles She can tell you what song was playing five years ago on the jukebox at the bar where she somewhat randomly met the man who became her husband It was These Days the version sung by Nico the German   made famous by Andy Warhol and the Velvet Underground Actually the song had been playing just before she met Jonathan Leahy now 38 on that December night in 2011 at the 4100 Bar in the Silver Lake district of Los Angeles Ms Kerr cant remember exactly what was playing when they met because at that moment she was jumping up and down like Tigger as she put it In answering the usual     questions Mr Leahy told her he was a music supervisor for Girls the HBO show created by and starring Lena Dunham That was enough to,0.687082,Silver Lake district,Los Angeles Ms Kerr
9,agentOf,reside The structure was wrapped in white peonies Sahara roses and camellia greens Readings Mr Leahys family is Roman Catholic Ms Kerrs parents John and Carole Kerr are more spiritual than religiously observant Many of the guests had an artistic bent The bride and groom planned accordingly Marshall Goldsmith an executive coach author and lifelong family friend of Ms Kerr officiated Friends and relatives stood to read poems from James Kavanaugh and Mary Oliver as well as a passage from the Supreme Courts 2015 ruling legalizing   marriage A little Catholic priest a little lesbian Pulitzer Prize winner a little equal rights for all Ms Kerr explained after the ceremony,0.49386,Supreme Courts,ruling
9,timeOf,reside The structure was wrapped in white peonies Sahara roses and camellia greens Readings Mr Leahys family is Roman Catholic Ms Kerrs parents John and Carole Kerr are more spiritual than religiously observant Many of the guests had an artistic bent The bride and groom planned accordingly Marshall Goldsmith an executive coach author and lifelong family friend of Ms Kerr officiated Friends and relatives stood to read poems from James Kavanaugh and Mary Oliver as well as a passage from the Supreme Courts 2015 ruling legalizing   marriage A little Catholic priest a little lesbian Pulitzer Prize winner a little equal rights for all Ms Kerr explained after the ceremony,0.898194,2015,ruling
9,partOfMany,reside The structure was wrapped in white peonies Sahara roses and camellia greens Readings Mr Leahys family is Roman Catholic Ms Kerrs parents John and Carole Kerr are more spiritual than religiously observant Many of the guests had an artistic bent The bride and groom planned accordingly Marshall Goldsmith an executive coach author and lifelong family friend of Ms Kerr officiated Friends and relatives stood to read poems from James Kavanaugh and Mary Oliver as well as a passage from the Supreme Courts 2015 ruling legalizing   marriage A little Catholic priest a little lesbian Pulitzer Prize winner a little equal rights for all Ms Kerr explained after the ceremony,0.56116,priest,Catholic
9,awardedTo,reside The structure was wrapped in white peonies Sahara roses and camellia greens Readings Mr Leahys family is Roman Catholic Ms Kerrs parents John and Carole Kerr are more spiritual than religiously observant Many of the guests had an artistic bent The bride and groom planned accordingly Marshall Goldsmith an executive coach author and lifelong family friend of Ms Kerr officiated Friends and relatives stood to read poems from James Kavanaugh and Mary Oliver as well as a passage from the Supreme Courts 2015 ruling legalizing   marriage A little Catholic priest a little lesbian Pulitzer Prize winner a little equal rights for all Ms Kerr explained after the ceremony,0.85425,Pulitzer Prize,winner
9,participantIn,Just how   is Hillary Kerr the    founder of a   digital media company in Los Angeles She can tell you what song was playing five years ago on the jukebox at the bar where she somewhat randomly met the man who became her husband It was These Days the version sung by Nico the German   made famous by Andy Warhol and the Velvet Underground Actually the song had been playing just before she met Jonathan Leahy now 38 on that December night in 2011 at the 4100 Bar in the Silver Lake district of Los Angeles Ms Kerr cant remember exactly what was playing when they met because at that moment she was jumping up and down like Tigger as she put it In answering the usual     questions Mr Leahy told her he was a music supervisor for Girls the HBO show created by and starring Lena Dunham That was enough to,0.70705,they,met
9,agentOf,Just how   is Hillary Kerr the    founder of a   digital media company in Los Angeles She can tell you what song was playing five years ago on the jukebox at the bar where she somewhat randomly met the man who became her husband It was These Days the version sung by Nico the German   made famous by Andy Warhol and the Velvet Underground Actually the song had been playing just before she met Jonathan Leahy now 38 on that December night in 2011 at the 4100 Bar in the Silver Lake district of Los Angeles Ms Kerr cant remember exactly what was playing when they met because at that moment she was jumping up and down like Tigger as she put it In answering the usual     questions Mr Leahy told her he was a music supervisor for Girls the HBO show created by and starring Lena Dunham That was enough to,0.757115,she,answering
9,agentOf,He had a friend who wanted to get into the fashion industry Ms Kerr Mr Leahy and his friend met for a long boozy brunch They began to email and text a bit There was banter Ms Kerr said but neither knew the interest or intention of the other A few months later she texted to ask if he could help her score a ticket to see the band Lord Huron Mr Leahy happens to be a friend of Ben Schneider the bands lead singer and had an extra ticket This was one of those moments where the universe conspires to make you seem cooler than you actually are Mr Leahy said He and Ms Kerr met up at the show That is when Mr Leahy and Ms Kerr moved into the ambiguous mixtape era in which for months they emailed and texted each other with coy are we just friends,0.536344,you,said
9,agentOf,Just how   is Hillary Kerr the    founder of a   digital media company in Los Angeles She can tell you what song was playing five years ago on the jukebox at the bar where she somewhat randomly met the man who became her husband It was These Days the version sung by Nico the German   made famous by Andy Warhol and the Velvet Underground Actually the song had been playing just before she met Jonathan Leahy now 38 on that December night in 2011 at the 4100 Bar in the Silver Lake district of Los Angeles Ms Kerr cant remember exactly what was playing when they met because at that moment she was jumping up and down like Tigger as she put it In answering the usual     questions Mr Leahy told her he was a music supervisor for Girls the HBO show created by and starring Lena Dunham That was enough to,0.992187,Leahy,told
10,locatedAt,Angels are everywhere in the Muiz familys apartment in the Bronx paintings of angels on the wall ceramic angels flanking the ancient VCR angels strumming lyres or blowing little golden trumpets on the bathroom shelves As Jos and Zoraida Muiz and their children have struggled to deal with a   series of trials and setbacks including cancer debilitating epilepsy deep depression and near eviction it has sometimes seemed as if angels and love were the only forces holding things together Zoraidas early life in Puerto Rico was like something from a tropical Dickens novel She and her siblings and mother built a house by hand after a hurricane ravaged their home and the childrens father withdrew support Then Zoraidas grandfather     the father of her absent father     destroyed the house in a rage She was barely a teenager when she met Jos a Vietnam War veteran With permission from her uncle a judge,0.820083,apartment,Bronx
10,hasAttribute,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.896099,She,14
10,hasAttribute,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.932299,He,29
10,partOfMany,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.55396,He,They
10,hasAttribute,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.367753,They,29
10,locatedAt,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.494526,They,New York
10,locatedAt,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.465782,He,clothing store
10,hasAttribute,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.813177,Muiz,seizures
10,parentOf,they were married She was 14 He was 29 They moved to New York in 1983 and started a new life He built boilers She worked in construction using skills she learned as a child and in a clothing store But in 1987 Mr Muiz began having violent seizures     eight or 10 a day They did not respond to medication He could no longer work She stopped working to take care of him Still determined to live something like a normal life they started a family Their first child Jos Jr had a heart defect By the time he was 2,0.36776,Their,child
10,parentOf,he had had six   operations Thats where the angels came in     the first one was a painting a gift from a cousin  When they operated on my son they told me he was an angel because he was supposed to die Ms Muiz 50 said From there I figured that angels are taking care of me and protecting me and my family  All the angels are gifts from friends and relatives or picked up off the street just like all the furniture in the Muizes overstuffed apartment in a   complex on Westchester Avenue in the Bronx much of it restored by Ms Muiz So many people throw away things so I dont have to buy she said A second son Jesus became epileptic at 3,0.863449,my,son
