lemma,poscode,surface
Diyarbakir,3,Diyarbakir
Djedda,3,Djedda
Djerba,3,Djerba
Djharkhand,3,Djharkhand
Djibouti,3,Djibouti
Dochamps,3,Dochamps
Dodewaard,3,Dodewaard
Dodoma,3,Dodoma
Doeburg Meipoort,3,Doeburg Meipoort
Doenrade,3,Doenrade
Doesburg,3,Doesburg
Doetinchem,3,Doetinchem
Doetinchem De Huet,3,Doetinchem De Huet
Doeveren,3,Doeveren
Doezum,3,Doezum
Doha,3,Doha
Dohan,3,Dohan
Doijum,3,Doijum
Doische,3,Doische
Dokkum,3,Dokkum
Dokkumer Nieuwe Zijlen,3,Dokkumer Nieuwe Zijlen
Doldersum,3,Doldersum
Dolembreux,3,Dolembreux
Dolomieten,3,Dolomieten
Domburg,3,Domburg
Dominica,3,Dominica
Dominicaanse Republiek,3,Dominicaanse Republiek
Dommelen,3,Dommelen
Doncaster,3,Doncaster
Donceel,3,Donceel
Donderen,3,Donderen
Dongelberg,3,Dongelberg
Dongelberg-Geldenaken,3,Dongelberg-Geldenaken
Dongen,3,Dongen
Dongeradeel,3,Dongeradeel
Dongjum,3,Dongjum
Doniaga,3,Doniaga
Donington Park,3,Donington Park
Donk,3,Donk
Donkerbroek,3,Donkerbroek
Donkereind,3,Donkereind
Donkersvoort,3,Donkersvoort
Donstiennes,3,Donstiennes
Donzel,3,Donzel
Doodenhoek,3,Doodenhoek
Doodstil,3,Doodstil
Doonheide,3,Doonheide
Doorn,3,Doorn
Doornenburg,3,Doornenburg
Doornspijk,3,Doornspijk
Doorwerth,3,Doorwerth
Dordogne,3,Dordogne
Dordrecht,3,Dordrecht
Dordtse Biesbosch,3,Dordtse Biesbosch
Dorinne,3,Dorinne
Dorkwerd,3,Dorkwerd
Dormaal,3,Dormaal
Dorplein,3,Dorplein
Dorpsstraat,3,Dorpsstraat
Dorregeest,3,Dorregeest
Dorshout,3,Dorshout
Dorst,3,Dorst
Dortherhoek,3,Dortherhoek
Dortmund,3,Dortmund
Dottenijs,3,Dottenijs
Dottignies,3,Dottignies
Dour,3,Dour
Dourbes,3,Dourbes
Douro,3,Douro
Douvergenhout,3,Douvergenhout
Douwen,3,Douwen
Dover,3,Dover
Draaibrug,3,Draaibrug
Drachten,3,Drachten
Drachterscompagnie,3,Drachterscompagnie
Drachtstercompagnie,3,Drachtstercompagnie
Dranouter,3,Dranouter
Drechterland,3,Drechterland
Dréhance,3,Dréhance
Dreischor,3,Dreischor
Drempt,3,Drempt
Drenthe,3,Drenthe
Dresden,3,Dresden
Dreumel,3,Dreumel
Driebergen,3,Driebergen
Driebergen Rijsenburg,3,Driebergen Rijsenburg
Driebergen-Rijsenburg,3,Driebergen-Rijsenburg
Driebergen-Zeist,3,Driebergen-Zeist
Drieboerehuizen,3,Drieboerehuizen
Drieborg,3,Drieborg
Driebruggen,3,Driebruggen
Driedorp,3,Driedorp
Drie Hoefijzers,3,Drie Hoefijzers
Driehuis,3,Driehuis
Driehuizen,3,Driehuizen
Driekapellen,3,Driekapellen
Driel,3,Driel
Driemond,3,Driemond
Drieschouwen,3,Drieschouwen
Drieslinter,3,Drieslinter
Driesum,3,Driesum
Driewegen,3,Driewegen
Drijber,3,Drijber
Drimmelen,3,Drimmelen
Drogeham,3,Drogeham
Drogenbos,3,Drogenbos
Drogteropslagen,3,Drogteropslagen
Drongelen,3,Drongelen
Drongen,3,Drongen
Dronrijp,3,Dronrijp
Dronten,3,Dronten
Drouwen,3,Drouwen
Drouwenermond,3,Drouwenermond
Drouwenerveen,3,Drouwenerveen
Druisdijk,3,Druisdijk
Druivencentrum,3,Druivencentrum
Drumpt,3,Drumpt
Drunen,3,Drunen
Druten,3,Druten
Druten Koekoeksnest,3,Druten Koekoeksnest
Dubai,3,Dubai
Dubbroek,3,Dubbroek
Dublin,3,Dublin
Dubrovnik,3,Dubrovnik
Dudzele,3,Dudzele
Duekoue,3,Duekoue
Duffel,3,Duffel
Dui,3,Dui
Duindigt,3,Duindigt
Duinen,3,Duinen
Duin en Bosch,3,Duin en Bosch
Duinkerken,3,Duinkerken
Duinrell,3,Duinrell
Duisburg,3,Duisburg
Duistervoorde,3,Duistervoorde
Duitsland,3,Duitsland
Duiveland,3,Duiveland
Duivelsberg,3,Duivelsberg
Duiven,3,Duiven
Duivendijke,3,Duivendijke
Duivendrecht,3,Duivendrecht
Duizel,3,Duizel
Dukatenburg,3,Dukatenburg
Dulder,3,Dulder
Dundee,3,Dundee
Dunsborg,3,Dunsborg
Duras,3,Duras
Durbuy,3,Durbuy
Durgerdam,3,Durgerdam
Durham,3,Durham
Durnal,3,Durnal
Dusjanbe,3,Dusjanbe
Düsseldorf,3,Düsseldorf
Dussen,3,Dussen
Duur,3,Duur
Duurswoude,3,Duurswoude
Dwarsgracht,3,Dwarsgracht
Dwingeloo,3,Dwingeloo
Dworp,3,Dworp
Dymaxion House,3,Dymaxion House
E17,3,E17
E34,3,E34
E40,3,E40
E44,3,E44
Eagum,3,Eagum
Earnewald,3,Earnewald
Eastbourne,3,Eastbourne
Eastermar,3,Eastermar
East Timor,3,East Timor
Eben-Emael,3,Eben-Emael
Ebersbach,3,Ebersbach
Ebly,3,Ebly
Ebomey,3,Ebomey
Ecaussinnes,3,Ecaussinnes
Ecaussinnes-d'Enghien,3,Ecaussinnes-d'Enghien
Ecaussinnes-Lalaing,3,Ecaussinnes-Lalaing
Echteld,3,Echteld
Echten,3,Echten
Echtenerbrug,3,Echtenerbrug
Echterbosch,3,Echterbosch
Echterheide,3,Echterheide
Eckelrade,3,Eckelrade
Eckental,3,Eckental
Eck en Wiel,3,Eck en Wiel
Ecu,3,Ecu
Ecuador,3,Ecuador
Edam,3,Edam
Edam-Volendam,3,Edam-Volendam
Ede,3,Ede
Ede Centrum,3,Ede Centrum
Edegem,3,Edegem
Edelare,3,Edelare
Edens,3,Edens
Ederveen,3,Ederveen
Ede-Wageningen,3,Ede-Wageningen
Edingen,3,Edingen
Ee,3,Ee
Eede,3,Eede
Eefde,3,Eefde
Eefsele,3,Eefsele
Eeklo,3,Eeklo
Eekt,3,Eekt
Eekwerd,3,Eekwerd
Eekwerderdraai,3,Eekwerderdraai
Eelde,3,Eelde
Eelderwolde,3,Eelderwolde
Eembrugge,3,Eembrugge
Eemdijk,3,Eemdijk
Eemnes,3,Eemnes
Eemshaven,3,Eemshaven
Eemster,3,Eemster
Eem West,3,Eem West
Eeneind,3,Eeneind
Eenigenburg,3,Eenigenburg
Eenrum,3,Eenrum
Eenum,3,Eenum
Een West,3,Een West
Een-West,3,Een-West
Eerbeek,3,Eerbeek
Eernegem,3,Eernegem
Eernewoude,3,Eernewoude
Eersel,3,Eersel
Eerste Exloërmond,3,Eerste Exloërmond
Eerste Exlo‰rmond,3,Eerste Exlo‰rmond
Ees,3,Ees
Eese,3,Eese
Eesergroen,3,Eesergroen
Eeserveen,3,Eeserveen
Eesterga,3,Eesterga
Eestrum,3,Eestrum
Eesveen,3,Eesveen
Eethen,3,Eethen
Eeuwiggroene Grasveld,3,Eeuwiggroene Grasveld
Eext,3,Eext
Eexta,3,Eexta
Eexterveen,3,Eexterveen
Eexterveenschekanaal,3,Eexterveenschekanaal
Eexterveensche Kanaal,3,Eexterveensche Kanaal
Eexterzandvoort,3,Eexterzandvoort
Effen,3,Effen
Efteling,3,Efteling
Egchel,3,Egchel
Egchelheide,3,Egchelheide
Egede,3,Egede
Egem,3,Egem
Eggewaartskapelle,3,Eggewaartskapelle
Eghezée,3,Eghezée
Egmond,3,Egmond
EGMOND,3,EGMOND
Egmond aan den Hoef,3,Egmond aan den Hoef
Egmond aan Zee,3,Egmond aan Zee
Egmond Binnen,3,Egmond Binnen
Egmond-Binnen,3,Egmond-Binnen
Egmondermeer,3,Egmondermeer
Egy,3,Egy
Egypte,3,Egypte
Ehein,3,Ehein
Eibergen,3,Eibergen
Eibergen Viersprong,3,Eibergen Viersprong
Eibersburen,3,Eibersburen
Eigenbilzen,3,Eigenbilzen
Eijgelshoven,3,Eijgelshoven
Eijsden,3,Eijsden
Eikberg,3,Eikberg
Eikelenbosch,3,Eikelenbosch
Eikenheuvel,3,Eikenheuvel
Eimeren,3,Eimeren
Eindhout,3,Eindhout
Eindhoven,3,Eindhoven
Eindhoven Airport,3,Eindhoven Airport
Eine,3,Eine
Einighausen,3,Einighausen
Einrade,3,Einrade
Eisden,3,Eisden
Eke,3,Eke
Ekehaar,3,Ekehaar
Ekeren,3,Ekeren
Eksaarde,3,Eksaarde
Eksel,3,Eksel
Elahuizen,3,Elahuizen
Elbe,3,Elbe
Elburg,3,Elburg
Elden,3,Elden
Eldersloo,3,Eldersloo
Eldrik,3,Eldrik
Electra,3,Electra
Elen,3,Elen
Elene,3,Elene
Eleveld,3,Eleveld
Elewijt,3,Elewijt
El Faouar,3,El Faouar
El Hierro,3,El Hierro
Eliksem,3,Eliksem
Elim,3,Elim
Elingen,3,Elingen
El Jadida,3,El Jadida
Elkenrade,3,Elkenrade
Elkerzee,3,Elkerzee
Ell,3,Ell
Ellecom,3,Ellecom
Ellemeet,3,Ellemeet
Ellemelle,3,Ellemelle
Ellerhuizen,3,Ellerhuizen
Ellertshaar,3,Ellertshaar
Ellewoutsdijk,3,Ellewoutsdijk
Ellezelles,3,Ellezelles
Ellignies-lez-Frasnes,3,Ellignies-lez-Frasnes
Ellignies-Sainte-Anne,3,Ellignies-Sainte-Anne
Ellikom,3,Ellikom
Elouges,3,Elouges
Elp,3,Elp
El Salvador,3,El Salvador
Elsegem,3,Elsegem
Elsen,3,Elsen
Elsenborn,3,Elsenborn
Elsendorp,3,Elsendorp
Elsene,3,Elsene
Elshof,3,Elshof
Elshout,3,Elshout
Elslo,3,Elslo
Elsloo,3,Elsloo
Elspeet,3,Elspeet
Elssen,3,Elssen
Elst,3,Elst
Elsteren,3,Elsteren
Elverdinge,3,Elverdinge
Elversele,3,Elversele
Elzen,3,Elzen
Elzet,3,Elzet
Emblem,3,Emblem
Embourg,3,Embourg
Emelgem,3,Emelgem
Emines,3,Emines
Emmaberg,3,Emmaberg
Emmadorp,3,Emmadorp
Emmeloord,3,Emmeloord
Emmen,3,Emmen
Emmer Compascuum,3,Emmer Compascuum
Emmer-Compascuum,3,Emmer-Compascuum
Emmer-Erfscheidenveen,3,Emmer-Erfscheidenveen
Emmerhout,3,Emmerhout
Emmerschans,3,Emmerschans
Emminkhuizen,3,Emminkhuizen
EMP,3,EMP
Empe,3,Empe
Empel,3,Empel
Emporada,3,Emporada
Emptinne,3,Emptinne
Emst,3,Emst
Ename,3,Ename
Eng,3,Eng
Engeland,3,Engeland
Engelbert,3,Engelbert
Engelen,3,Engelen
Engelmanshoven,3,Engelmanshoven
Engelschmanplaat,3,Engelschmanplaat
Engelum,3,Engelum
Enghien,3,Enghien
Engis,3,Engis
Englum,3,Englum
Engwierum,3,Engwierum
Enines,3,Enines
Enkhuizen,3,Enkhuizen
Enkhuizen-Lelystad,3,Enkhuizen-Lelystad
Ennemaborgh,3,Ennemaborgh
Ennetbaden,3,Ennetbaden
Ens,3,Ens
Enschede,3,Enschede
Enschot,3,Enschot
Ensival,3,Ensival
Enspijk,3,Enspijk
Enter,3,Enter
Enumatil,3,Enumatil
Enzelens,3,Enzelens
Epe,3,Epe
Epen,3,Epen
Eperheide,3,Eperheide
Epinois,3,Epinois
Eppegem,3,Eppegem
Eppenhuizen,3,Eppenhuizen
Eppenzolder,3,Eppenzolder
Eprave,3,Eprave
Epse,3,Epse
Equatoriaal-Guinea,3,Equatoriaal-Guinea
Equatoriaal Guinee,3,Equatoriaal Guinee
Erasmusziekenhuis,3,Erasmusziekenhuis
Erbaut,3,Erbaut
Erbisoeul,3,Erbisoeul
Erembodegem,3,Erembodegem
Erevan,3,Erevan
Erezée,3,Erezée
Erfurt,3,Erfurt
Erica,3,Erica
Erichem,3,Erichem
Eritrea,3,Eritrea
Erkelenz,3,Erkelenz
Erlecom,3,Erlecom
Erm,3,Erm
Ermelo,3,Ermelo
Ermeton-sur-Biert,3,Ermeton-sur-Biert
Ernage,3,Ernage
Erneuville,3,Erneuville
Ernonheid,3,Ernonheid
Erondegem,3,Erondegem
Erp,3,Erp
Erpe-Mere,3,Erpe-Mere
Erpent,3,Erpent
Erpion,3,Erpion
Erps-Kwerps,3,Erps-Kwerps
Erquelinnes,3,Erquelinnes
Erquennes,3,Erquennes
Ertsgebergte,3,Ertsgebergte
Ertvelde,3,Ertvelde
Erwetegem,3,Erwetegem
Esbeek,3,Esbeek
Escanaffles,3,Escanaffles
Esch,3,Esch
Escharen,3,Escharen
Esen,3,Esen
Esfighmenou,3,Esfighmenou
Esmoreit-,3,Esmoreit-
Esneux,3,Esneux
Espel,3,Espel
Espelo,3,Espelo
Espierres,3,Espierres
Espierres-Helchin,3,Espierres-Helchin
Esplechin,3,Esplechin
Esquelmes,3,Esquelmes
Essen,3,Essen
Essene,3,Essene
Est,3,Est
Estaimbourg,3,Estaimbourg
Estaimpuis,3,Estaimpuis
ESTEC,3,ESTEC
Estinnes,3,Estinnes
Estinnes-au-Mont,3,Estinnes-au-Mont
Estinnes-au-Val,3,Estinnes-au-Val
Estland,3,Estland
Estoril,3,Estoril
Etalle,3,Etalle
Etenaken,3,Etenaken
Etersheim,3,Etersheim
Ethe,3,Ethe
Ethiopie,3,Ethiopie
Ethiopië,3,Ethiopië
Etikhove,3,Etikhove
Etna,3,Etna
Etsberg,3,Etsberg
Etsenrade,3,Etsenrade
Ettelgem,3,Ettelgem
Etten,3,Etten
Etten Leur,3,Etten Leur
Etten-Leur,3,Etten-Leur
Etterbeek,3,Etterbeek
Eugies,3,Eugies
Eupen,3,Eupen
Europa,3,Europa
Europa België,3,Europa België
Europa-Park Rust,3,Europa-Park Rust
Europoort,3,Europoort
Europoort Rotterdam,3,Europoort Rotterdam
Eurotunnel,3,Eurotunnel
Eursinge,3,Eursinge
Euverem,3,Euverem
Evegnée,3,Evegnée
Evelette,3,Evelette
Everbeek,3,Everbeek
Everberg,3,Everberg
Everdingen,3,Everdingen
Evere,3,Evere
Evergem,3,Evergem
Eversdijk,3,Eversdijk
Everse,3,Everse
Evertsoord,3,Evertsoord
Evregnies,3,Evregnies
Evrehailles,3,Evrehailles
Ewer,3,Ewer
Ewijk,3,Ewijk
Exaeten,3,Exaeten
Exaten,3,Exaten
Exatenbosch,3,Exatenbosch
Exel,3,Exel
Exloerkijl,3,Exloerkijl
Exloerveen,3,Exloerveen
Exloërveen,3,Exloërveen
Exloo,3,Exloo
Exmorra,3,Exmorra
Experience Music Project,3,Experience Music Project
Eygelshoven,3,Eygelshoven
Eykereind,3,Eykereind
Eynatten,3,Eynatten
Eys,3,Eys
Eysden,3,Eysden
Eyserheide,3,Eyserheide
Ezemaal,3,Ezemaal
Ezinge,3,Ezinge
Ezumazijl,3,Ezumazijl
Faan,3,Faan
Faeroer,3,Faeroer
Faeröer,3,Faeröer
Faeroereilanden,3,Faeroereilanden
Færøereilanden,3,Færøereilanden
Fagnolle,3,Fagnolle
Faimes,3,Faimes
Fairfax,3,Fairfax
Falaën,3,Falaën
Falconplein,3,Falconplein
Falisolle,3,Falisolle
Fallais,3,Fallais
Falmagne,3,Falmagne
Falmignoul,3,Falmignoul
Familleureux,3,Familleureux
Farciennes,3,Farciennes
Farmsum,3,Farmsum
Faro,3,Faro
Faulx-les-Tombes,3,Faulx-les-Tombes
Fauroeulx,3,Fauroeulx
Fauvillers,3,Fauvillers
Faymonville,3,Faymonville
Fays-les-Veneurs,3,Fays-les-Veneurs
Fayt-le-Franc,3,Fayt-le-Franc
Fayt-lez-Manage,3,Fayt-lez-Manage
Feansjop,3,Feansjop
Federatie Montenegro en Servië,3,Federatie Montenegro en Servië
Feerwerd,3,Feerwerd
Feira,3,Feira
Felenne,3,Felenne
Felix Happark,3,Felix Happark
Feluy,3,Feluy
Feneur,3,Feneur
Fernelmont,3,Fernelmont
Ferrari-museum,3,Ferrari-museum
Ferrières,3,Ferrières
Ferwerd,3,Ferwerd
Ferwerderadeel,3,Ferwerderadeel
Ferwoude,3,Ferwoude
Feschaux,3,Feschaux
Fexhe-le-Haut-Clocher,3,Fexhe-le-Haut-Clocher
Fexhe-Slins,3,Fexhe-Slins
Fiemel,3,Fiemel
Fifth Avenue,3,Fifth Avenue
Fij,3,Fij
Fiji,3,Fiji
Fiji-eilanden,3,Fiji-eilanden
Fijnaart,3,Fijnaart
Fijnaart en Heijningen,3,Fijnaart en Heijningen
Filderstadt,3,Filderstadt
Filipijnen,3,Filipijnen
Filippijnen,3,Filippijnen
Filot,3,Filot
Fin,3,Fin
Findel,3,Findel
Finkum,3,Finkum
Finland,3,Finland
Finnevaux,3,Finnevaux
Finsbury Park,3,Finsbury Park
Finse Golf,3,Finse Golf
Finsterwolde,3,Finsterwolde
Firdgum,3,Firdgum
Firenze,3,Firenze
Firmley Green,3,Firmley Green
Fize-Fontaine,3,Fize-Fontaine
Fize-le-Marsal,3,Fize-le-Marsal
Flamierge,3,Flamierge
Flanders Expo,3,Flanders Expo
Flansum,3,Flansum
Flavion,3,Flavion
Flawinne,3,Flawinne
Flémalle,3,Flémalle
Flémalle-Grande,3,Flémalle-Grande
Flémalle-Haute,3,Flémalle-Haute
Flénu,3,Flénu
Fleringen,3,Fleringen
Fléron,3,Fléron
Fleurus,3,Fleurus
Flevoland,3,Flevoland
Flieren,3,Flieren
Flobecq,3,Flobecq
Flône,3,Flône
Flora,3,Flora
Florée,3,Florée
Floreffe,3,Floreffe
Florence,3,Florence
Florennes,3,Florennes
Florenville,3,Florenville
Flores,3,Flores
Florida,3,Florida
Floriffoux,3,Floriffoux
Flostoy,3,Flostoy
Fluitenberg,3,Fluitenberg
Foca,3,Foca
Focant,3,Focant
Fochteloo,3,Fochteloo
Fochtloerveen,3,Fochtloerveen
Fokkershoek,3,Fokkershoek
Folgeren,3,Folgeren
Follega,3,Follega
Folsgare,3,Folsgare
Folx-les-Caves,3,Folx-les-Caves
Fonejagt,3,Fonejagt
Fontaine-l'Evêque,3,Fontaine-l'Evêque
Fontaine-Valmont,3,Fontaine-Valmont
Fontenelle,3,Fontenelle
Fontenoille,3,Fontenoille
Fontenoy,3,Fontenoy
Fooz,3,Fooz
Forchies-la-Marche,3,Forchies-la-Marche
Forest,3,Forest
Forêt,3,Forêt
Forge-Philippe,3,Forge-Philippe
Forges,3,Forges
Formerum,3,Formerum
Forrières,3,Forrières
Fort,3,Fort
Fortmond,3,Fortmond
Fort Rammekens,3,Fort Rammekens
Fort Zeelandia,3,Fort Zeelandia
Forville,3,Forville
Fosse,3,Fosse
Fosses-la-Ville,3,Fosses-la-Ville
Foudgum,3,Foudgum
Fouleng,3,Fouleng
Fourbechies,3,Fourbechies
Fouron-le-Comte,3,Fouron-le-Comte
Fourons,3,Fourons
Fouron-Saint-Martin,3,Fouron-Saint-Martin
Fouron-Saint-Pierre,3,Fouron-Saint-Pierre
Four Seasons,3,Four Seasons
Foxboro,3,Foxboro
Foxham,3,Foxham
Foxhol,3,Foxhol
Foxwolde,3,Foxwolde
Foy-Notre-Dame,3,Foy-Notre-Dame
Fr.,3,Fr.
Fra,3,Fra
Fraamklap,3,Fraamklap
Fraipont,3,Fraipont
Fraire,3,Fraire
Fraiture,3,Fraiture
Frameries,3,Frameries
Framont,3,Framont
France,3,France
Franchimont,3,Franchimont
Francorchamps,3,Francorchamps
Franc-Waret,3,Franc-Waret
Franeker,3,Franeker
Franekeradeel,3,Franekeradeel
Franière,3,Franière
Frankfort,3,Frankfort
Frankfurt,3,Frankfurt
Frankfurt am Main,3,Frankfurt am Main
Frankhuis,3,Frankhuis
Franklin Roosevelt,3,Franklin Roosevelt
Frankrijk,3,Frankrijk
Frankrijks,3,Frankrijks
Franrkijk,3,Franrkijk
Franse Hoef,3,Franse Hoef
Frans Guyana,3,Frans Guyana
Frans-Guyana,3,Frans-Guyana
Fransum,3,Fransum
Frasnes,3,Frasnes
Frasnes-lez-Buissenal,3,Frasnes-lez-Buissenal
Frasnes-lez-Gosselies,3,Frasnes-lez-Gosselies
Frederiksoord,3,Frederiksoord
Freetown,3,Freetown
Freiburg,3,Freiburg
Freloux,3,Freloux
Fresno,3,Fresno
Freux,3,Freux
Friens,3,Friens
Frieschepalen,3,Frieschepalen
Friesland,3,Friesland
Frieswijk,3,Frieswijk
Froidchapelle,3,Froidchapelle
Froidfontaine,3,Froidfontaine
Froidmont,3,Froidmont
Fromberg,3,Fromberg
Fronville,3,Fronville
Froombosch,3,Froombosch
Froyennes,3,Froyennes
Frytum,3,Frytum
Fuerteventura,3,Fuerteventura
Fumal,3,Fumal
Furfooz,3,Furfooz
Furnaux,3,Furnaux
Fuse,3,Fuse
Futuroscope,3,Futuroscope
Gaag,3,Gaag
Gaal,3,Gaal
Gaanderen,3,Gaanderen
Gaarkeuken,3,Gaarkeuken
Gaarland,3,Gaarland
Gaasbeek,3,Gaasbeek
Gaast,3,Gaast
Gaasterland,3,Gaasterland
Gaasterlan-Sleat,3,Gaasterlan-Sleat
Gaastmeer,3,Gaastmeer
Gabès,3,Gabès
Gabon,3,Gabon
Gaborone,3,Gaborone
Gafsa,3,Gafsa
Gages,3,Gages
Galamadammen,3,Galamadammen
Galder,3,Galder
Galerie Intermezzo,3,Galerie Intermezzo
Galgenwaard,3,Galgenwaard
Galicie,3,Galicie
Galicië,3,Galicië
Galicik,3,Galicik
Gallaix,3,Gallaix
Galmaarden,3,Galmaarden
Gambia,3,Gambia
Gameren,3,Gameren
Gammarth,3,Gammarth
Gammelke,3,Gammelke
Ganshoren,3,Ganshoren
Ganzendijk,3,Ganzendijk
Gapinge,3,Gapinge
Gardameer,3,Gardameer
Garderbroek,3,Garderbroek
Garderen,3,Garderen
Garijp,3,Garijp
Garmerwolde,3,Garmerwolde
Garminge,3,Garminge
Garmisch,3,Garmisch
Garnwerd,3,Garnwerd
Garrelsweer,3,Garrelsweer
Garreweer,3,Garreweer
Garsthuizen,3,Garsthuizen
Gasmeterlaan,3,Gasmeterlaan
Gassel,3,Gassel
Gasselte,3,Gasselte
Gasselterboerveen,3,Gasselterboerveen
Gasselternijveen,3,Gasselternijveen
Gasselternijveenschemond,3,Gasselternijveenschemond
Gastel,3,Gastel
Gasteren,3,Gasteren
Gasthuis,3,Gasthuis
Gasthuisstraat,3,Gasthuisstraat
Gaurain-Ramecroix,3,Gaurain-Ramecroix
Gauw,3,Gauw
Gavere,3,Gavere
Gawege,3,Gawege
Gaza,3,Gaza
Gaza-stad,3,Gaza-stad
Gazastrook,3,Gazastrook
Gaza-strook,3,Gaza-strook
GB,3,GB
GBr,3,GBr
Geboortekerk,3,Geboortekerk
Gebroek,3,Gebroek
Gedinne,3,Gedinne
Geefsweer,3,Geefsweer
Geelbroek,3,Geelbroek
Geeneind,3,Geeneind
Geenhoven,3,Geenhoven
Geer,3,Geer
Geerdijk,3,Geerdijk
Geersbroek,3,Geersbroek
Geersdijk,3,Geersdijk
Geertruidenberg,3,Geertruidenberg
Geervliet,3,Geervliet
Gees,3,Gees
Geesbrug,3,Geesbrug
Geesteren,3,Geesteren
Geest-Gérompont-Petit-Rosière,3,Geest-Gérompont-Petit-Rosière
Geetbets,3,Geetbets
Geeuwenbrug,3,Geeuwenbrug
Geffen,3,Geffen
Gein,3,Gein
Gelbressée,3,Gelbressée
Gelderingen,3,Gelderingen
Gelderland,3,Gelderland
Geldermalsen,3,Geldermalsen
Geldersche Buurt,3,Geldersche Buurt
Gelderswoude,3,Gelderswoude
Geldrop,3,Geldrop
Geleen,3,Geleen
Geleen-Lutterade,3,Geleen-Lutterade
Gele Zaal,3,Gele Zaal
Gelinden,3,Gelinden
Gelkenes,3,Gelkenes
Gellicum,3,Gellicum
Gellik,3,Gellik
Geloo,3,Geloo
Gelredome,3,Gelredome
Gelrode,3,Gelrode
Gelselaar,3,Gelselaar
Gelsenkirchen,3,Gelsenkirchen
Geluveld,3,Geluveld
Geluwe,3,Geluwe
Gembes,3,Gembes
Gembloux,3,Gembloux
Gemeentelijk Sportcentrum,3,Gemeentelijk Sportcentrum
Gemeentemuseum,3,Gemeentemuseum
Gemert,3,Gemert
Gemert Dorp,3,Gemert Dorp
Gemmenich,3,Gemmenich
Gemonde,3,Gemonde
Genappe,3,Genappe
Genderen,3,Genderen
Genderingen,3,Genderingen
Gendijk,3,Gendijk
Gendringen,3,Gendringen
Gendringen busstation,3,Gendringen busstation
Gendt,3,Gendt
Genemuiden,3,Genemuiden
Geneve,3,Geneve
Genève,3,Genève
Genk,3,Genk
Genly,3,Genly
Genne,3,Genne
Gennep,3,Gennep
Genoelselderen,3,Genoelselderen
Genoenhuis,3,Genoenhuis
Genooi,3,Genooi
Gent,3,Gent
Gentbrugge,3,Gentbrugge
Gentinnes,3,Gentinnes
Gentse Steenweg,3,Gentse Steenweg
Genua,3,Genua
Genum,3,Genum
Genval,3,Genval
Geo,3,Geo
Geoffrey-plein,3,Geoffrey-plein
Georgetown,3,Georgetown
Georgia,3,Georgia
Georgie,3,Georgie
Georgië,3,Georgië
Geraardsbergen,3,Geraardsbergen
Gerdingen,3,Gerdingen
Gerin,3,Gerin
Gerkesklooster,3,Gerkesklooster
Gerner,3,Gerner
Gérompont,3,Gérompont
Gérouville,3,Gérouville
Gerpinnes,3,Gerpinnes
Gersloot,3,Gersloot
Gerverskop,3,Gerverskop
Gerwen,3,Gerwen
Gestel,3,Gestel
Gesves,3,Gesves
Geul,3,Geul
Geulhem,3,Geulhem
Geulle,3,Geulle
Geuzemuseum,3,Geuzemuseum
Geverik,3,Geverik
Gewande,3,Gewande
Geysteren,3,Geysteren
Ghana,3,Ghana
Gheudestraat,3,Gheudestraat
Ghislenghien,3,Ghislenghien
Ghlin,3,Ghlin
Ghoy,3,Ghoy
Gibecq,3,Gibecq
Gibraltar,3,Gibraltar
Giekerk,3,Giekerk
Giekerkerhoek,3,Giekerkerhoek
Gierle,3,Gierle
Giersbergen,3,Giersbergen
Giesbeek,3,Giesbeek
Giessen,3,Giessen
Giessenburg,3,Giessenburg
Giessendam,3,Giessendam
Giessenlanden,3,Giessenlanden
Giessen Nieuwkerk,3,Giessen Nieuwkerk
Giessen-Nieuwkerk,3,Giessen-Nieuwkerk
Giessen-Oudekerk,3,Giessen-Oudekerk
Gietelo,3,Gietelo
Gieten,3,Gieten
Gietersebrug,3,Gietersebrug
Gieterveen,3,Gieterveen
Giethmen,3,Giethmen
Giethoorn,3,Giethoorn
Gijbeland,3,Gijbeland
Gijsselte,3,Gijsselte
Gijverinkhove,3,Gijverinkhove
Gijzegem,3,Gijzegem
Gijzelbrechtegem,3,Gijzelbrechtegem
Gijzenrooi,3,Gijzenrooi
Gijzenzele,3,Gijzenzele
Gilly,3,Gilly
Gilze,3,Gilze
Gilze en Rijen,3,Gilze en Rijen
Gilze Rijen,3,Gilze Rijen
Gilze-Rijen,3,Gilze-Rijen
Gimnée,3,Gimnée
Ginderdoor,3,Ginderdoor
Ginderover,3,Ginderover
Gingelom,3,Gingelom
Ginkelduin,3,Ginkelduin
Ginneken,3,Ginneken
Ginostra,3,Ginostra
Gistel,3,Gistel
Gistelsesteenweg,3,Gistelsesteenweg
Gits,3,Gits
Giuliano di Puglia,3,Giuliano di Puglia
Givry,3,Givry
Glabais,3,Glabais
Glabbeek,3,Glabbeek
Glain,3,Glain
Glane,3,Glane
Glanerbrug,3,Glanerbrug
Glasgow,3,Glasgow
Glecewice,3,Glecewice
Gleixhe,3,Gleixhe
Glimes,3,Glimes
Glimmen,3,Glimmen
Glindhorst,3,Glindhorst
Glons,3,Glons
Goa,3,Goa
Gochenée,3,Gochenée
Godarville,3,Godarville
Godinne,3,Godinne
Godlinze,3,Godlinze
Godveerdegem,3,Godveerdegem
Goé,3,Goé
Goedereede,3,Goedereede
